,text,sentiment_value
348," : Ladies always Glue, or pin your wig down.. I walked up under a tree and didn't duck low enough and that Muthafucka... ",pos
349," : A good leader takes a little more than his share of the blame, a little less than his share of the credit. Arnold H. Glasow(19...",pos
350, : aight i wanna go on a date fr now,neu
351,"hi don't watch ""this is us"" unless u want to cry & cry over a beautiful FAMILY UGH",neg
352,  Youll have to take a more active role in my love life then sorry,pos
353, : Get Out is a documentary.,neu
354,"Found a Transponder Snail!
Promise with Shirahoshi! What new adventures await?
  #TreCru  ",pos
355,Need Jake Elliott to have a day,neu
356," : a whole mn*t, saying this, from the live exclusive commentary of mn*t, that station mn*t, really  ",pos
357,#ad New Rebecca Taylor Artisanal Flower Print Silk Tank Sz 4 $225  ,neu
358," : [TRANS] 171120 #VIXX Leo   posted on @ leo_jungtw
Please use touch to swipe to the next picture (for you... ",pos
359, : Jackson also asked if he is allowed to interview BTS even though he is not a reporter.  Cuuute  ,neu
360,"I said for so long they needed a character change, once that happened they have been on fire! Two of the best curre...  ",pos
361," : ""Nobody knows me l'm cold, Walk down this road all alone, lt's no one's fault but my own, lt's the path l've chosen to go...",neg
362,  I tossed them in the box in case I wipe since they'd all get one shot,neu
363," : BONUS: Because we love our Twitter Party participants, and we love coffee, we're giving away a   12 Cu... ",pos
364,|| beck is such a nerd my heart,neg
365, : OH MY GOSH GIVE HIM MORE  ,neu
366,"A freegle story: ""Recycling, sharing, de cluttering "" #LoveFreegle read more...    ",pos
367,"My week on Twitter : 2 Favorited, 23 Tweets. See yours with    ",pos
368, : Someone who drowns in 7 feet of water is just as dead as someone who drowns in 20 feet of water. Stop comparing tra... ,neg
369,  I used to run the Champions tabletop RPG and setting that stone head back down unnoticed would be a Stealth roll at like -3,pos
370,"An all-vegan US would lead to a public health disaster, report says   via  ",neg
371," : [TRANS] 171118 SJ fansign

Hyukjae: Guys! From the album, what song do u want to hear most at the concert?
Fans: Ga... ",pos
372," : GUYS? HAVE YOU SEEN THIS? 
GREAT JOB ARMY! PLEASE CONTINUE VOTING SO WE CAN NOW INCREASE OUR GAPS! I AM SO PROUD... ",pos
373," : On March 9th, be a warrior. Watch the brand-new trailer for Disneys A #WrinkleInTime.  ",neu
374,  When is the last time one of those throws was caught for TD? Seems like its been forever.. thatd be an...  ,pos
375,Derek Carr Fade K New Events -    ,neu
376,"#DuKHi PoETrY Ka #KHaZaNa
#DuKHi
#BeWaFAi
#DarD
#GHuM
#JuDai
PoETrY K LyE

FOLLOW   S/40404

FOLLOW  

 ",neu
377,"LOL SOUNDS LIKE THOSE PEOPLE WHO DO GOOD BUT HAVE TO ADVERTISE IT IN ORDER TO GET CREDIT, SO WAS IT REALLY A GOOD D...  ",pos
378, : Nigga flew cross the damn country w cheap fast food just to get called oomf on twitter... Yup yo seat in Hell has j... ,neg
379," : Harry is kind.
Harry is respectful.
Harry is caring.
Harry is loving.
Harry is talented.
Harry is funny.
Harry is b... ",pos
380,"Fuck a drive by , run em down .. so you know you got em!",neg
381, : cuz I was bored I downloaded a item spawn pack in starbound and started makin' bases to get some creative juices fl... ,pos
382,What?   ,neu
383,      to amandoesses trem c esse gif,neu
384, : I feel like yall wait til people die to address topics people been trying to tell yall about for ages and yall n... ,neg
385,i need the 8plus bad im over this broke ass 7plus  and i want a apple watch,neg
386, : Challenge for feminists: Show me one piece of media telling women to consider mens feelings as a group.,pos
387," : Am I a   stan account? Why yes, yes I am. #AMAs  ",pos
388," : Blue Lagoon, Iceland. A travel must  ",neu
389,I liked a   video   REMOTE CONTROL COCKROACH PRANK ON GIRLFRIEND! **PRANK WARS**,pos
390, : so many artists do that omg this is not a new concept,neu
391,"  U DID A NICE THING,GOD KNOWS THAT.others opinions dont   about u get a bette...  ",pos
392," : Adam Thielen is a pro bowl receiver 

Adam Thielen is a pro bowl receiver 

Adam Thielen is a pro bowl receiver",neu
393,#AMAs2017 Where's French Montana? Who the hell put this lineup together? WEAK. Could've been so much more. Where's...  ,neg
394, : #TaxReform - Republicans think EVERYONE is stupid enough to believe theyre looking out for the working class.  B... ,neg
395," : A little straight talk.  All of us, especially the MSM, needs to drop ""collusion"" from our vocabulary.  The proper... ",neg
396, : Join   for a free webinar on how #AI affects the #retail business this holiday season #WatsonMarketing... ,pos
397, : jackson texting namjoon like: is there a free seat in the front so i can sit w/ yall?  ,pos
398," : since we wont be getting a #AMAs2017 performance this year, lets enjoy this underrated one   ",pos
399," : Run your business on a secure, scalable cloud. Learn more about Google Cloud Platformnow with a region in Indiaat  ",pos
400," : This is  , tweeting that he shouldve left three collegiate athletes in a Chinese jail because one of their fa... ",neu
401,Help ma boi hit half a mil    ,pos
402," : a year ago, i would've died for certain people. a year later, half of them are dead to me",neg
403, : Serebii Update: Pokemon Bank has been updated to Version 1.4 with Ultra Sun & Ultra Moon compatibility. Poke Transp... ,neu
404, : a mother whale lost her baby due to plastic pollution and carried her babys dead body with her for days before giv... ,neg
405," : [  MAMA 5:30AM] 

Best Male Group: #2 [-2.245M] 
Best Dance: #2 [-1.212M] 
Best MV: #2 [-1.420M] 
... ",pos
406,Bill Kristol Just Gave A Hilarious Response To Trumps Tweet About The Elephant Trophy Ban    ,neg
407, : im still convinced its a dog with sunglasses  ,pos
408,Togetic  Extrasensory/Aerial Ace (IV: 49% - CP: 348 - L: 9 until 09:29:50pm.  ,neu
409, : Eagles S Malcolm Jenkins added a little head-butt there of Dak Prescott after that last run ... right in front of the offic...,neu
410, :     Oops created a new hashtag haha! Totally meant #BTSxAMAs!,pos
411, : I'm a coughing mess but I'm so glad I finished it today   ,pos
412," : me: ew a roach 
roach: ew a fat bitch 
me:  ",neg
413, : She was a fast machine/ she kept her motor resolyutely clean #MT/DC,pos
414,7 best places to stay in Maldives while on a honeymoon!   #vacation #travel via  ,pos
415," : on the 12th day of xmas my choppa gave to me:
a 12 car garage
11 knives a slicin
10 bodies droppin (21)
9 bitches f... ",neg
416,"today's stats : 2 new unfollowers, 156 non-followers. found via  ",neu
417," : If you can contribute ANYTHING to this please please PLEASE do so. We love you, Jim. All of us.  ",pos
418,"RT TopFiveTraders ""RT AlertTrade ""RT LiveSquawk: PBoC Reverse Repo Rates:
-7 Day: 2.45% 
-14 Day: 2.60% 
-63 Day: 2.90%""""",neu
419," : Glad to see ""Doug Jones for U.S. Senate"" trending nationally.  Doug is a good man who cares about all people and he... ",pos
420, : He gone show up to the release party looking the same as in this picture.  ,pos
421,Ok I'm reading a fic where one of the characters gave the other character with adhd a fucking fidget spinner and it...  ,pos
422, : Steve Bannon: Everybody keeps saying how Hillary Clinton was so brilliant.. I think shes as dumb as a stick.. & i... ,neg
423," : REMEMBER WHEN MSM
ran with WOMAN Hillary has ""trust issue"" while running against a MALE serial liar, bigot, traitor... ",pos
424,Herbo & Ari are having a baby boy ,neu
425," : (At this apartment complex)
Me: do u guys allow fish tanks
Worker: up to 20 gallons 
Me: would u accommodate a lil... ",pos
426, : A   from   TO YOU! #BTSxAMAs #AMAs  ,neu
427, : The k u s h keeps us so high,neu
428,BTS talk about getting tired of each other in 2 interview | BTS news  ,neg
429,  look beauty and kink shit both come at a Price,pos
430, : YES! Queen   looks  soooooo good as a blonde! #AMAs  ,pos
431," : A guy in front of us just said ""I like BTS now, because you guys like them."" #BTSxAMAs #ARMYxAMAs",pos
432, : I'm a work in progress I'm not even through,pos
433,This year marks the 20th Anniversary of Harry Potter and the Philosophers Stone! It's been a magical journey ever since! #W,neu
434, :     I write my own comments on the report card to at least say which course expectations a stu... ,neu
435,"  lol  Dave, you activated a hastag bot,   ",pos
436, : I should be studying for my chem final today but instead Im just desperately searching for a proper AMAs livestrea... ,neg
437," : hold me tight, the first song taehyung ever wrote holds a special place in my heart. bts did the song justice w/ th... ",pos
438," : You Matter hoodies are here! International shipping is available! These have a special place in my heart, on the... ",pos
439," : Mom just asked if you had a shot for every bad decision you made would you be sober, tipsy or wasted? Id be fucking dead...",neg
440, : A moment in history   ,neu
441,"  My 2 yr old granddaughter is more mature than you, jeeezus. 
Oh, and it's *mic* you fucking idiot.",neg
442,"Al Franken Won&#8217;t Resign for Sexual Assault &#8211; Of Course He Won&#8217;t, He&#8217;s a Democrat!  ",neg
443," : FUN FACT: There's a U-shaped curve for collector effectiveness. At first, you don't really know what you're doing,... ",pos
444,  It was a mess tbh i don't know what happened,neg
445," : armys: creates human walls at airports to protect bts from getting mobbed

american media: so your fans are these b... ",pos
446," : In honor of the new The Incredibles 2 trailer, 
heres the most iconic scene from the first one.
A true milestone... ",pos
447,  No!!! It is a window into his train of thought. We can monitor his level of insanity this way.,neg
448,2 people followed me // automatically checked by  ,neu
449,  What a thug,neu
450, : jungkook with his snacks he's a baby  ,neu
451,KEITH URBAN IS AUSTRALIAN ? I THOUGHT HE HAD A WEIRD COUNTRY ACCENT,neg
452,"hello i need a collab or 2 for this, dm me",neu
453,"Toast Brand Black Pull Up Boots Size 40 Women's From Italy 
    ",neu
454, : here a rare video of a cat trying to pet a bird. RT for good luck   ,pos
455, : I can't believe BTS are about to raise the standard for American award show performances by a tenfold and their songs ain't ev...,pos
456,Watching the Cowboys AND seeing a   commercial means happiness.  So funny!  ,pos
457, :     Im voting for   for New Artist of the Year presented by   at the... ,neu
458," : 2018 RB Anthony Pooka Williams (Hahnville HS (Boutte, LA) puts up Over 600 yards in 2 games....by any means neces... ",neu
459," : get a man that STAYS geeked over you, not just in the beginning.",neu
460,I could put you on a wave,neu
461, : #GOT7s #Jackson looks so good in suit - you can tell even from a distance #AMAs  ,pos
462,"2017 Toyota Highlander SE, Affordable Wigs & Dave & Buster's Birthday Weekend #LetsGoPlaces  ",neu
463,"  Did you know Mrs. Claus is a frustrated, sexually adventurous mature woman? A Christmas carol of her very...  ",pos
464, : When someone sparks a cigarette around me  ,neu
465,I saw this on Facebook first  ,neu
466," : I.... You do realize ""drowning"" is in reference to waves? Y'all can't even use AAVE right. Lol..  ",neu
